=== RESULTS ===

Algorithm:	Apriori
Count:		25507

Finished in 34.79 seconds['35-50y', '<40h', 0.21531232725262575, 0.6273264137437365]
[('<40h', 'Husband', 'United-States', 'cg_0'), ('Male', 'Married-civ-spouse', 'White'), 0.16995270560776365, 0.9087027914614122]
[('<40h', 'Husband', 'White', 'cg_0'), ('Male', 'Married-civ-spouse', 'United-States'), 0.16995270560776365, 0.9084044648719632]
[('<40h', 'Male', 'Married-civ-spouse', 'United-States'), ('Husband', 'White', 'cg_0'), 0.16995270560776365, 0.8035429069260926]
[('<40h', 'Male', 'Married-civ-spouse', 'White'), ('Husband', 'United-States', 'cg_0'), 0.16995270560776365, 0.8037763253449528]
[('<40h', 'Male', 'Married-civ-spouse', 'cg_0'), ('Husband', 'United-States', 'White'), 0.16995270560776365, 0.789218482601255]
[('<40h', 'Male', 'United-States', 'White'), ('Husband', 'Married-civ-spouse', 'cg_0'), 0.16995270560776365, 0.5100930961378929]
[('<40h', 'Male', 'United-States', 'cg_0'), ('Husband', 'Married-civ-spouse', 'White'), 0.16995270560776365, 0.4893015030946065]
[('<40h', 'Male', 'White', 'cg_0'), ('Husband', 'Married-civ-spouse', 'United-States'), 0.16995270560776365, 0.5046507386467263]
[('<40h', 'Married-civ-spouse', 'United-States', 'White'), ('Husband', 'Male', 'cg_0'), 0.16995270560776365, 0.7596431022649279]
[('<40h', 'Married-civ-spouse', 'United-States', 'cg_0'), ('Husband', 'Male', 'White'), 0.16995270560776365, 0.7729050279329609]
[('<40h', 'Married-civ-spouse', 'White', 'cg_0'), ('Husband', 'Male', 'United-States'), 0.16995270560776365, 0.7753958245761524]
[('<40h', 'United-States', 'White', 'cg_0'), ('Husband', 'Male', 'Married-civ-spouse'), 0.16995270560776365, 0.34228104898565065]
[('Husband', 'Male', 'Married-civ-spouse', 'United-States'), ('<40h', 'White', 'cg_0'), 0.16995270560776365, 0.4669648130959413]
[('Husband', 'Male', 'Married-civ-spouse', 'White'), ('<40h', 'United-States', 'cg_0'), 0.16995270560776365, 0.463872590108969]
[('Husband', 'Male', 'Married-civ-spouse', 'cg_0'), ('<40h', 'United-States', 'White'), 0.16995270560776365, 0.4776454341446573]
[('Husband', 'Male', 'United-States', 'White'), ('<40h', 'Married-civ-spouse', 'cg_0'), 0.16995270560776365, 0.5007238508867173]
[('Husband', 'Male', 'United-States', 'cg_0'), ('<40h', 'Married-civ-spouse', 'White'), 0.16995270560776365, 0.5317574709330258]
[('Husband', 'Male', 'White', 'cg_0'), ('<40h', 'Married-civ-spouse', 'United-States'), 0.16995270560776365, 0.5284568372803667]
[('Husband', 'Married-civ-spouse', 'United-States', 'White'), ('<40h', 'Male', 'cg_0'), 0.16995270560776365, 0.5010865628395509]
[('Husband', 'Married-civ-spouse', 'United-States', 'cg_0'), ('<40h', 'Male', 'White'), 0.16995270560776365, 0.5321153846153847]
[('Husband', 'Married-civ-spouse', 'White', 'cg_0'), ('<40h', 'Male', 'United-States'), 0.16995270560776365, 0.5288103201146679]
[('Husband', 'United-States', 'White', 'cg_0'), ('<40h', 'Male', 'Married-civ-spouse'), 0.16995270560776365, 0.5718714477627364]
[('Male', 'Married-civ-spouse', 'United-States', 'White'), ('<40h', 'Husband', 'cg_0'), 0.16995270560776365, 0.497438202247191]
[('Male', 'Married-civ-spouse', 'United-States', 'cg_0'), ('<40h', 'Husband', 'White'), 0.16995270560776365, 0.5277512874308602]
[('Male', 'Married-civ-spouse', 'White', 'cg_0'), ('<40h', 'Husband', 'United-States'), 0.16995270560776365, 0.5240530303030303]
[('Male', 'United-States', 'White', 'cg_0'), ('<40h', 'Husband', 'Married-civ-spouse'), 0.16995270560776365, 0.3484228420323616]
[('Married-civ-spouse', 'United-States', 'White', 'cg_0'), ('<40h', 'Husband', 'Male'), 0.16995270560776365, 0.511460258780037]
[('<40h', 'Husband', 'Male'), ('Married-civ-spouse', 'United-States', 'White', 'cg_0'), 0.16995270560776365, 0.7148023766468613]
[('<40h', 'Husband', 'Married-civ-spouse'), ('Male', 'United-States', 'White', 'cg_0'), 0.16995270560776365, 0.7148947164449038]
[('<40h', 'Husband', 'United-States'), ('Male', 'Married-civ-spouse', 'White', 'cg_0'), 0.16995270560776365, 0.8107237034866687]
[('<40h', 'Husband', 'White'), ('Male', 'Married-civ-spouse', 'United-States', 'cg_0'), 0.16995270560776365, 0.8120322817314747]
[('<40h', 'Husband', 'cg_0'), ('Male', 'Married-civ-spouse', 'United-States', 'White'), 0.16995270560776365, 0.7990181923187988]
[('<40h', 'Male', 'Married-civ-spouse'), ('Husband', 'United-States', 'White', 'cg_0'), 0.16995270560776365, 0.7062276671771311]
[('<40h', 'Male', 'United-States'), ('Husband', 'Married-civ-spouse', 'White', 'cg_0'), 0.16995270560776365, 0.44995528091714776]
[('<40h', 'Male', 'White'), ('Husband', 'Married-civ-spouse', 'United-States', 'cg_0'), 0.16995270560776365, 0.4643396543044135]
[('<40h', 'Male', 'cg_0'), ('Husband', 'Married-civ-spouse', 'United-States', 'White'), 0.16995270560776365, 0.43029313428193766]
[('<40h', 'Married-civ-spouse', 'United-States'), ('Husband', 'Male', 'White', 'cg_0'), 0.16995270560776365, 0.6869414101290964]
[('<40h', 'Married-civ-spouse', 'White'), ('Husband', 'Male', 'United-States', 'cg_0'), 0.16995270560776365, 0.6907139291063404]
[('<40h', 'Married-civ-spouse', 'cg_0'), ('Husband', 'Male', 'United-States', 'White'), 0.16995270560776365, 0.6747134845159717]
[('<40h', 'United-States', 'White'), ('Husband', 'Male', 'Married-civ-spouse', 'cg_0'), 0.16995270560776365, 0.3175896700143472]
[('<40h', 'White', 'cg_0'), ('Husband', 'Male', 'Married-civ-spouse', 'United-States'), 0.16995270560776365, 0.31242590187997515]
[('Husband', 'Male', 'Married-civ-spouse'), ('<40h', 'United-States', 'White', 'cg_0'), 0.16995270560776365, 0.4197830539330957]
[('Husband', 'Male', 'United-States'), ('<40h', 'Married-civ-spouse', 'White', 'cg_0'), 0.16995270560776365, 0.46661045531197304]
[('Husband', 'Male', 'White'), ('<40h', 'Married-civ-spouse', 'United-States', 'cg_0'), 0.16995270560776365, 0.4635229081162576]
[('Husband', 'Male', 'cg_0'), ('<40h', 'Married-civ-spouse', 'United-States', 'White'), 0.16995270560776365, 0.47731585302742796]
[('Husband', 'Married-civ-spouse', 'United-States'), ('<40h', 'Male', 'White', 'cg_0'), 0.16995270560776365, 0.46692541343233207]
[('Husband', 'Married-civ-spouse', 'White'), ('<40h', 'Male', 'United-States', 'cg_0'), 0.16995270560776365, 0.46383371050205346]
[('Husband', 'Married-civ-spouse', 'cg_0'), ('<40h', 'Male', 'United-States', 'White'), 0.16995270560776365, 0.4776042116164667]
[('Husband', 'United-States', 'White'), ('<40h', 'Male', 'Married-civ-spouse', 'cg_0'), 0.16995270560776365, 0.5006785488102777]
[('Husband', 'United-States', 'cg_0'), ('<40h', 'Male', 'Married-civ-spouse', 'White'), 0.16995270560776365, 0.531706379707917]
[('Husband', 'White', 'cg_0'), ('<40h', 'Male', 'Married-civ-spouse', 'United-States'), 0.16995270560776365, 0.5284063783061205]
[('Male', 'Married-civ-spouse', 'United-States'), ('<40h', 'Husband', 'White', 'cg_0'), 0.16995270560776365, 0.4632125219720432]
[('Male', 'Married-civ-spouse', 'White'), ('<40h', 'Husband', 'United-States', 'cg_0'), 0.16995270560776365, 0.4597873047524094]
[('Male', 'Married-civ-spouse', 'cg_0'), ('<40h', 'Husband', 'United-States', 'White'), 0.16995270560776365, 0.4725875320239112]
[('Male', 'United-States', 'White'), ('<40h', 'Husband', 'Married-civ-spouse', 'cg_0'), 0.16995270560776365, 0.3134877924432108]
[('Male', 'United-States', 'cg_0'), ('<40h', 'Husband', 'Married-civ-spouse', 'White'), 0.16995270560776365, 0.3146821335152963]
[('Male', 'White', 'cg_0'), ('<40h', 'Husband', 'Married-civ-spouse', 'United-States'), 0.16995270560776365, 0.32014346870299665]
[('Married-civ-spouse', 'United-States', 'White'), ('<40h', 'Husband', 'Male', 'cg_0'), 0.16995270560776365, 0.44740884469237613]
[('Married-civ-spouse', 'United-States', 'cg_0'), ('<40h', 'Husband', 'Male', 'White'), 0.16995270560776365, 0.47222459254202576]
[('Married-civ-spouse', 'White', 'cg_0'), ('<40h', 'Husband', 'Male', 'United-States'), 0.16995270560776365, 0.47073834637631845]
[('<40h', 'Husband'), ('Male', 'Married-civ-spouse', 'United-States', 'White', 'cg_0'), 0.16995270560776365, 0.7147100606999871]
[('<40h', 'Male'), ('Husband', 'Married-civ-spouse', 'United-States', 'White', 'cg_0'), 0.16995270560776365, 0.3966740735431152]
[('<40h', 'Married-civ-spouse'), ('Husband', 'Male', 'United-States', 'White', 'cg_0'), 0.16995270560776365, 0.6015871290357647]
[('Husband', 'Male'), ('<40h', 'Married-civ-spouse', 'United-States', 'White', 'cg_0'), 0.16995270560776365, 0.41949666464523955]
[('Husband', 'Married-civ-spouse'), ('<40h', 'Male', 'United-States', 'White', 'cg_0'), 0.16995270560776365, 0.419751213592233]
[('Husband', 'United-States'), ('<40h', 'Male', 'Married-civ-spouse', 'White', 'cg_0'), 0.16995270560776365, 0.46657111542028495]
[('Husband', 'White'), ('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'cg_0'), 0.16995270560776365, 0.46348408710217753]
[('Husband', 'cg_0'), ('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'White'), 0.16995270560776365, 0.47727468736524364]
[('Male', 'Married-civ-spouse'), ('<40h', 'Husband', 'United-States', 'White', 'cg_0'), 0.16995270560776365, 0.41549665890832643]
[('Married-civ-spouse', 'United-States'), ('<40h', 'Husband', 'Male', 'White', 'cg_0'), 0.16995270560776365, 0.4139736684619988]
[('Married-civ-spouse', 'White'), ('<40h', 'Husband', 'Male', 'United-States', 'cg_0'), 0.16995270560776365, 0.41267710663683815]
[('Married-civ-spouse', 'cg_0'), ('<40h', 'Husband', 'Male', 'United-States', 'White'), 0.16995270560776365, 0.42061260165691267]
['Husband', ('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'White', 'cg_0'), 0.16995270560776365, 0.41946486773288866]
['Married-civ-spouse', ('<40h', 'Husband', 'Male', 'United-States', 'White', 'cg_0'), 0.16995270560776365, 0.36952457264957267]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'United-States', 'White'), 'cl_0', 0.1799336650082919, 0.9430226943505553]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'United-States', 'cl_0'), 'White', 0.1799336650082919, 0.9093589942573336]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'White', 'cl_0'), 'United-States', 0.1799336650082919, 0.9097826086956522]
[('<40h', 'Husband', 'Male', 'United-States', 'White', 'cl_0'), 'Married-civ-spouse', 0.1799336650082919, 0.9996587613035318]
[('<40h', 'Husband', 'Married-civ-spouse', 'United-States', 'White', 'cl_0'), 'Male', 0.1799336650082919, 0.9998293515358362]
[('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'White', 'cl_0'), 'Husband', 0.1799336650082919, 0.9910351826792964]
[('Husband', 'Male', 'Married-civ-spouse', 'United-States', 'White', 'cl_0'), '<40h', 0.1799336650082919, 0.5685589519650655]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'United-States'), ('White', 'cl_0'), 0.1799336650082919, 0.8587131760222776]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'White'), ('United-States', 'cl_0'), 0.1799336650082919, 0.8600998238402818]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'cl_0'), ('United-States', 'White'), 0.1799336650082919, 0.8006285870456409]
[('<40h', 'Husband', 'Male', 'United-States', 'White'), ('Married-civ-spouse', 'cl_0'), 0.1799336650082919, 0.9427192276749798]
[('<40h', 'Husband', 'Male', 'United-States', 'cl_0'), ('Married-civ-spouse', 'White'), 0.1799336650082919, 0.9090768037238169]
[('<40h', 'Husband', 'Male', 'White', 'cl_0'), ('Married-civ-spouse', 'United-States'), 0.1799336650082919, 0.9095001552312947]
[('<40h', 'Husband', 'Married-civ-spouse', 'United-States', 'White'), ('Male', 'cl_0'), 0.1799336650082919, 0.9428709365947859]
[('<40h', 'Husband', 'Married-civ-spouse', 'United-States', 'cl_0'), ('Male', 'White'), 0.1799336650082919, 0.909217877094972]
[('<40h', 'Husband', 'Married-civ-spouse', 'White', 'cl_0'), ('Male', 'United-States'), 0.1799336650082919, 0.9096413600372613]
[('<40h', 'Husband', 'United-States', 'White', 'cl_0'), ('Male', 'Married-civ-spouse'), 0.1799336650082919, 0.9994882292732856]
[('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'White'), ('Husband', 'cl_0'), 0.1799336650082919, 0.9350462815193106]
[('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'cl_0'), ('Husband', 'White'), 0.1799336650082919, 0.9004149377593361]
[('<40h', 'Male', 'Married-civ-spouse', 'White', 'cl_0'), ('Husband', 'United-States'), 0.1799336650082919, 0.8997235872235873]
[('<40h', 'Male', 'United-States', 'White', 'cl_0'), ('Husband', 'Married-civ-spouse'), 0.1799336650082919, 0.5660869565217391]
[('<40h', 'Married-civ-spouse', 'United-States', 'White', 'cl_0'), ('Husband', 'Male'), 0.1799336650082919, 0.8538327018361993]
[('Husband', 'Male', 'Married-civ-spouse', 'United-States', 'White'), ('<40h', 'cl_0'), 0.1799336650082919, 0.530562347188264]
[('Husband', 'Male', 'Married-civ-spouse', 'United-States', 'cl_0'), ('<40h', 'White'), 0.1799336650082919, 0.5289815817984832]
[('Husband', 'Male', 'Married-civ-spouse', 'White', 'cl_0'), ('<40h', 'United-States'), 0.1799336650082919, 0.5255179836756659]
[('Husband', 'Male', 'United-States', 'White', 'cl_0'), ('<40h', 'Married-civ-spouse'), 0.1799336650082919, 0.5680628272251309]
[('Husband', 'Married-civ-spouse', 'United-States', 'White', 'cl_0'), ('<40h', 'Male'), 0.1799336650082919, 0.5685037842033767]
[('Male', 'Married-civ-spouse', 'United-States', 'White', 'cl_0'), ('<40h', 'Husband'), 0.1799336650082919, 0.5641247833622184]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse'), ('United-States', 'White', 'cl_0'), 0.1799336650082919, 0.7569767441860465]
[('<40h', 'Husband', 'Male', 'United-States'), ('Married-civ-spouse', 'White', 'cl_0'), 0.1799336650082919, 0.8584615384615385]
[('<40h', 'Husband', 'Male', 'White'), ('Married-civ-spouse', 'United-States', 'cl_0'), 0.1799336650082919, 0.859847373055474]
[('<40h', 'Husband', 'Male', 'cl_0'), ('Married-civ-spouse', 'United-States', 'White'), 0.1799336650082919, 0.8004098360655738]
[('<40h', 'Husband', 'Married-civ-spouse', 'United-States'), ('Male', 'White', 'cl_0'), 0.1799336650082919, 0.8585873388042204]
[('<40h', 'Husband', 'Married-civ-spouse', 'White'), ('Male', 'United-States', 'cl_0'), 0.1799336650082919, 0.8599735799207398]
[('<40h', 'Husband', 'Married-civ-spouse', 'cl_0'), ('Male', 'United-States', 'White'), 0.1799336650082919, 0.8005191966115589]
[('<40h', 'Husband', 'United-States', 'White'), ('Male', 'Married-civ-spouse', 'cl_0'), 0.1799336650082919, 0.9425675675675675]
[('<40h', 'Husband', 'United-States', 'cl_0'), ('Male', 'Married-civ-spouse', 'White'), 0.1799336650082919, 0.9089357741234875]
[('<40h', 'Husband', 'White', 'cl_0'), ('Male', 'Married-civ-spouse', 'United-States'), 0.1799336650082919, 0.9093589942573336]
[('<40h', 'Male', 'Married-civ-spouse', 'United-States'), ('Husband', 'White', 'cl_0'), 0.1799336650082919, 0.8507332655728184]
[('<40h', 'Male', 'Married-civ-spouse', 'White'), ('Husband', 'United-States', 'cl_0'), 0.1799336650082919, 0.8509803921568627]
[('<40h', 'Male', 'Married-civ-spouse', 'cl_0'), ('Husband', 'United-States', 'White'), 0.1799336650082919, 0.7903682719546742]
[('<40h', 'Male', 'United-States', 'White'), ('Husband', 'Married-civ-spouse', 'cl_0'), 0.1799336650082919, 0.5400497741727348]
[('<40h', 'Male', 'United-States', 'cl_0'), ('Husband', 'Married-civ-spouse', 'White'), 0.1799336650082919, 0.49855343771272975]
[('<40h', 'Male', 'White', 'cl_0'), ('Husband', 'Married-civ-spouse', 'United-States'), 0.1799336650082919, 0.5143534369238872]
[('<40h', 'Married-civ-spouse', 'United-States', 'White'), ('Husband', 'Male', 'cl_0'), 0.1799336650082919, 0.8042553191489362]
[('<40h', 'Married-civ-spouse', 'United-States', 'cl_0'), ('Husband', 'Male', 'White'), 0.1799336650082919, 0.7707182320441989]
[('<40h', 'Married-civ-spouse', 'White', 'cl_0'), ('Husband', 'Male', 'United-States'), 0.1799336650082919, 0.7742830712303422]
[('<40h', 'United-States', 'White', 'cl_0'), ('Husband', 'Male', 'Married-civ-spouse'), 0.1799336650082919, 0.3509223766171538]
[('Husband', 'Male', 'Married-civ-spouse', 'United-States'), ('<40h', 'White', 'cl_0'), 0.1799336650082919, 0.4943886591848789]
[('Husband', 'Male', 'Married-civ-spouse', 'White'), ('<40h', 'United-States', 'cl_0'), 0.1799336650082919, 0.4911148365465214]
[('Husband', 'Male', 'Married-civ-spouse', 'cl_0'), ('<40h', 'United-States', 'White'), 0.1799336650082919, 0.4752981260647359]
[('Husband', 'Male', 'United-States', 'White'), ('<40h', 'Married-civ-spouse', 'cl_0'), 0.1799336650082919, 0.5301302931596091]
[('Husband', 'Male', 'United-States', 'cl_0'), ('<40h', 'Married-civ-spouse', 'White'), 0.1799336650082919, 0.528552097428958]
[('Husband', 'Male', 'White', 'cl_0'), ('<40h', 'Married-civ-spouse', 'United-States'), 0.1799336650082919, 0.5250941028858218]
[('Husband', 'Married-civ-spouse', 'United-States', 'White'), ('<40h', 'Male', 'cl_0'), 0.1799336650082919, 0.5305143064107207]
[('Husband', 'Married-civ-spouse', 'United-States', 'cl_0'), ('<40h', 'Male', 'White'), 0.1799336650082919, 0.5289338268484247]
[('Husband', 'Married-civ-spouse', 'White', 'cl_0'), ('<40h', 'Male', 'United-States'), 0.1799336650082919, 0.5254708520179372]
[('Husband', 'United-States', 'White', 'cl_0'), ('<40h', 'Male', 'Married-civ-spouse'), 0.1799336650082919, 0.5680077556955889]
[('Male', 'Married-civ-spouse', 'United-States', 'White'), ('<40h', 'Husband', 'cl_0'), 0.1799336650082919, 0.5266516853932585]
[('Male', 'Married-civ-spouse', 'United-States', 'cl_0'), ('<40h', 'Husband', 'White'), 0.1799336650082919, 0.5244830364336228]
[('Male', 'Married-civ-spouse', 'White', 'cl_0'), ('<40h', 'Husband', 'United-States'), 0.1799336650082919, 0.5206611570247934]
[('Male', 'United-States', 'White', 'cl_0'), ('<40h', 'Husband', 'Married-civ-spouse'), 0.1799336650082919, 0.3512800527609569]
[('Married-civ-spouse', 'United-States', 'White', 'cl_0'), ('<40h', 'Husband', 'Male'), 0.1799336650082919, 0.5074924209614552]
[('<40h', 'Husband', 'Male'), ('Married-civ-spouse', 'United-States', 'White', 'cl_0'), 0.1799336650082919, 0.7567811934900542]
[('<40h', 'Husband', 'Married-civ-spouse'), ('Male', 'United-States', 'White', 'cl_0'), 0.1799336650082919, 0.7568789562072084]
[('<40h', 'Husband', 'United-States'), ('Male', 'Married-civ-spouse', 'White', 'cl_0'), 0.1799336650082919, 0.8583357749780252]
[('<40h', 'Husband', 'White'), ('Male', 'Married-civ-spouse', 'United-States', 'cl_0'), 0.1799336650082919, 0.8597212032281731]
[('<40h', 'Husband', 'cl_0'), ('Male', 'Married-civ-spouse', 'United-States', 'White'), 0.1799336650082919, 0.8003005053954377]
[('<40h', 'Male', 'Married-civ-spouse'), ('Husband', 'United-States', 'White', 'cl_0'), 0.1799336650082919, 0.7477029096477795]
[('<40h', 'Male', 'United-States'), ('Husband', 'Married-civ-spouse', 'White', 'cl_0'), 0.1799336650082919, 0.4763801935116676]
[('<40h', 'Male', 'White'), ('Husband', 'Married-civ-spouse', 'United-States', 'cl_0'), 0.1799336650082919, 0.4916093304245679]
[('<40h', 'Male', 'cl_0'), ('Husband', 'Married-civ-spouse', 'United-States', 'White'), 0.1799336650082919, 0.4391395592864638]
[('<40h', 'Married-civ-spouse', 'United-States'), ('Husband', 'Male', 'White', 'cl_0'), 0.1799336650082919, 0.7272840119165839]
[('<40h', 'Married-civ-spouse', 'White'), ('Husband', 'Male', 'United-States', 'cl_0'), 0.1799336650082919, 0.7312780828756865]
[('<40h', 'Married-civ-spouse', 'cl_0'), ('Husband', 'Male', 'United-States', 'White'), 0.1799336650082919, 0.6738355376653249]
[('<40h', 'United-States', 'White'), ('Husband', 'Male', 'Married-civ-spouse', 'cl_0'), 0.1799336650082919, 0.3362410329985653]
[('<40h', 'White', 'cl_0'), ('Husband', 'Male', 'Married-civ-spouse', 'United-States'), 0.1799336650082919, 0.3203915349701974]
[('Husband', 'Male', 'Married-civ-spouse'), ('<40h', 'United-States', 'White', 'cl_0'), 0.1799336650082919, 0.44443601608131683]
[('Husband', 'Male', 'United-States'), ('<40h', 'Married-civ-spouse', 'White', 'cl_0'), 0.1799336650082919, 0.49401349072512646]
[('Husband', 'Male', 'White'), ('<40h', 'Married-civ-spouse', 'United-States', 'cl_0'), 0.1799336650082919, 0.4907446184772594]
[('Husband', 'Male', 'cl_0'), ('<40h', 'Married-civ-spouse', 'United-States', 'White'), 0.1799336650082919, 0.47495136186770426]
[('Husband', 'Married-civ-spouse', 'United-States'), ('<40h', 'Male', 'White', 'cl_0'), 0.1799336650082919, 0.4943469456631792]
[('Husband', 'Married-civ-spouse', 'White'), ('<40h', 'Male', 'United-States', 'cl_0'), 0.1799336650082919, 0.49107367362333415]
[('Husband', 'Married-civ-spouse', 'cl_0'), ('<40h', 'Male', 'United-States', 'White'), 0.1799336650082919, 0.475259571706684]
[('Husband', 'United-States', 'White'), ('<40h', 'Male', 'Married-civ-spouse', 'cl_0'), 0.1799336650082919, 0.5300823305889804]
[('Husband', 'United-States', 'cl_0'), ('<40h', 'Male', 'Married-civ-spouse', 'White'), 0.1799336650082919, 0.5285044199891755]
[('Husband', 'White', 'cl_0'), ('<40h', 'Male', 'Married-civ-spouse', 'United-States'), 0.1799336650082919, 0.525047047226454]
[('Male', 'Married-civ-spouse', 'United-States'), ('<40h', 'Husband', 'White', 'cl_0'), 0.1799336650082919, 0.49041600401774504]
[('Male', 'Married-civ-spouse', 'White'), ('<40h', 'Husband', 'United-States', 'cl_0'), 0.1799336650082919, 0.48678963110667994]
[('Male', 'Married-civ-spouse', 'cl_0'), ('<40h', 'Husband', 'United-States', 'White'), 0.1799336650082919, 0.4701869833881711]
[('Male', 'United-States', 'White'), ('<40h', 'Husband', 'Married-civ-spouse', 'cl_0'), 0.1799336650082919, 0.331898260918824]
[('Male', 'United-States', 'cl_0'), ('<40h', 'Husband', 'Married-civ-spouse', 'White'), 0.1799336650082919, 0.3175954032957502]
[('Male', 'White', 'cl_0'), ('<40h', 'Husband', 'Married-civ-spouse', 'United-States'), 0.1799336650082919, 0.32295226546136035]
[('Married-civ-spouse', 'United-States', 'White'), ('<40h', 'Husband', 'Male', 'cl_0'), 0.1799336650082919, 0.47368421052631576]
[('Married-civ-spouse', 'United-States', 'cl_0'), ('<40h', 'Husband', 'Male', 'White'), 0.1799336650082919, 0.4686450167973124]
[('Married-civ-spouse', 'White', 'cl_0'), ('<40h', 'Husband', 'Male', 'United-States'), 0.1799336650082919, 0.46733668341708545]
[('<40h', 'Husband'), ('Male', 'Married-civ-spouse', 'United-States', 'White', 'cl_0'), 0.1799336650082919, 0.7566834560247966]
[('<40h', 'Male'), ('Husband', 'Married-civ-spouse', 'United-States', 'White', 'cl_0'), 0.1799336650082919, 0.4199698946312092]
[('<40h', 'Married-civ-spouse'), ('Husband', 'Male', 'United-States', 'White', 'cl_0'), 0.1799336650082919, 0.6369170562017611]
[('<40h', 'White'), ('Husband', 'Male', 'Married-civ-spouse', 'United-States', 'cl_0'), 0.1799336650082919, 0.30746221662468515]
[('Husband', 'Male'), ('<40h', 'Married-civ-spouse', 'United-States', 'White', 'cl_0'), 0.1799336650082919, 0.44413280776228015]
[('Husband', 'Married-civ-spouse'), ('<40h', 'Male', 'United-States', 'White', 'cl_0'), 0.1799336650082919, 0.4444023058252427]
[('Husband', 'United-States'), ('<40h', 'Male', 'Married-civ-spouse', 'White', 'cl_0'), 0.1799336650082919, 0.49397184048562515]
[('Husband', 'White'), ('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'cl_0'), 0.1799336650082919, 0.4907035175879397]
[('Husband', 'cl_0'), ('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'White'), 0.1799336650082919, 0.47491286374321146]
[('Male', 'Married-civ-spouse'), ('<40h', 'Husband', 'United-States', 'White', 'cl_0'), 0.1799336650082919, 0.4398978902319994]
[('Male', 'United-States'), ('<40h', 'Husband', 'Married-civ-spouse', 'White', 'cl_0'), 0.1799336650082919, 0.30064655172413796]
[('Male', 'White'), ('<40h', 'Husband', 'Married-civ-spouse', 'United-States', 'cl_0'), 0.1799336650082919, 0.30557004276624594]
[('Married-civ-spouse', 'United-States'), ('<40h', 'Husband', 'Male', 'White', 'cl_0'), 0.1799336650082919, 0.4382854578096948]
[('Married-civ-spouse', 'White'), ('<40h', 'Husband', 'Male', 'United-States', 'cl_0'), 0.1799336650082919, 0.4369127516778524]
[('Married-civ-spouse', 'cl_0'), ('<40h', 'Husband', 'Male', 'United-States', 'White'), 0.1799336650082919, 0.41796261948922814]
['Husband', ('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'White', 'cl_0'), 0.1799336650082919, 0.44409914348518154]
['Married-civ-spouse', ('<40h', 'Husband', 'Male', 'United-States', 'White', 'cl_0'), 0.1799336650082919, 0.39122596153846156]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'United-States', 'cg_0'), 'cl_0', 0.1752656470732756, 0.9375718744866108]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'United-States', 'cl_0'), 'cg_0', 0.1752656470732756, 0.885767499611982]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'cg_0', 'cl_0'), 'United-States', 0.1752656470732756, 0.8778649438547915]
[('<40h', 'Husband', 'Male', 'United-States', 'cg_0', 'cl_0'), 'Married-civ-spouse', 0.1752656470732756, 0.999649675950254]
[('<40h', 'Husband', 'Married-civ-spouse', 'United-States', 'cg_0', 'cl_0'), 'Male', 0.1752656470732756, 0.9998248072880168]
[('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'cg_0', 'cl_0'), 'Husband', 0.1752656470732756, 0.9897676031911203]
[('Husband', 'Male', 'Married-civ-spouse', 'United-States', 'cg_0', 'cl_0'), '<40h', 0.1752656470732756, 0.5929966749792186]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'United-States'), ('cg_0', 'cl_0'), 0.1752656470732756, 0.8364355855195662]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'cg_0'), ('United-States', 'cl_0'), 0.1752656470732756, 0.8243536039289325]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'cl_0'), ('United-States', 'cg_0'), 0.1752656470732756, 0.779857884667942]
[('<40h', 'Husband', 'Male', 'United-States', 'cg_0'), ('Married-civ-spouse', 'cl_0'), 0.1752656470732756, 0.9372639185416325]
[('<40h', 'Husband', 'Male', 'United-States', 'cl_0'), ('Married-civ-spouse', 'cg_0'), 0.1752656470732756, 0.8854926299456943]
[('<40h', 'Husband', 'Male', 'cg_0', 'cl_0'), ('Married-civ-spouse', 'United-States'), 0.1752656470732756, 0.8775949561740735]
[('<40h', 'Husband', 'Married-civ-spouse', 'United-States', 'cg_0'), ('Male', 'cl_0'), 0.1752656470732756, 0.9374178712220762]
